orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct,new_key,es_duplicado,new_key_original,motivo_rechazo
ORD-002088,1,P-0016,-6,4.99,0,ORD-002088_P-0016_1_-6_4.99,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-003674,3,P-0110,43,4.1,0,ORD-003674_P-0110_3_43_4.1,True,ORD-003674_P-0110_3_43_4.1,❌ Registro duplicado (CRÍTICO - ORD-003674_P-0110_3_43_4.1 ya existe en data limpia)
ORD-001025,4,P-0019,3,0.0,0,ORD-001025_P-0019_4_3_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005402,2,P-0054,30,0.0,15,ORD-005402_P-0054_2_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004965,1,P-0106,12,0.0,0,ORD-004965_P-0106_1_12_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005522,1,P-0048,44,0.0,10,ORD-005522_P-0048_1_44_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001094,2,P-0008,6,3.49,5,ORD-001094_P-0008_2_6_3.49,True,ORD-001094_P-0008_2_6_3.49,❌ Registro duplicado (CRÍTICO - ORD-001094_P-0008_2_6_3.49 ya existe en data limpia)
ORD-001200,4,P-0056,30,0.0,0,ORD-001200_P-0056_4_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004211,1,P-0042,14,2.4,0,ORD-004211_P-0042_1_14_2.4,True,ORD-004211_P-0042_1_14_2.4,❌ Registro duplicado (CRÍTICO - ORD-004211_P-0042_1_14_2.4 ya existe en data limpia)
ORD-005117,1,P-0103,4,3.73,5,ORD-005117_P-0103_1_4_3.73,True,ORD-005117_P-0103_1_4_3.73,❌ Registro duplicado (CRÍTICO - ORD-005117_P-0103_1_4_3.73 ya existe en data limpia)
ORD-003611,2,P-0106,1,0.0,8,ORD-003611_P-0106_2_1_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000948,3,P-0104,-1,3.87,0,ORD-000948_P-0104_3_-1_3.87,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-001885,3,P-0046,-10,3.03,10,ORD-001885_P-0046_3_-10_3.03,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-003708,2,P-0094,-3,5.82,0,ORD-003708_P-0094_2_-3_5.82,False,,cantidad_unidades: debe ser > 0 (valor: -3)
ORD-001090,3,P-0094,37,0.0,0,ORD-001090_P-0094_3_37_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000259,4,P-0065,-12,6.03,0,ORD-000259_P-0065_4_-12_6.03,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-004211,2,P-0054,20,5.08,8,ORD-004211_P-0054_2_20_5.08,True,ORD-004211_P-0054_2_20_5.08,❌ Registro duplicado (CRÍTICO - ORD-004211_P-0054_2_20_5.08 ya existe en data limpia)
ORD-001973,4,P-0096,-10,5.37,8,ORD-001973_P-0096_4_-10_5.37,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-005221,2,P-0030,41,2.39,15,ORD-005221_P-0030_2_41_2.39,True,ORD-005221_P-0030_2_41_2.39,❌ Registro duplicado (CRÍTICO - ORD-005221_P-0030_2_41_2.39 ya existe en data limpia)
ORD-003018,2,P-0054,21,4.82,15,ORD-003018_P-0054_2_21_4.82,True,ORD-003018_P-0054_2_21_4.82,❌ Registro duplicado (CRÍTICO - ORD-003018_P-0054_2_21_4.82 ya existe en data limpia)
ORD-000345,2,P-0064,-4,6.32,5,ORD-000345_P-0064_2_-4_6.32,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-002707,5,P-0099,-11,4.55,15,ORD-002707_P-0099_5_-11_4.55,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-005185,5,P-0069,-8,1.41,0,ORD-005185_P-0069_5_-8_1.41,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-001470,1,P-0049,35,0.0,8,ORD-001470_P-0049_1_35_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002567,4,P-0011,19,0.0,10,ORD-002567_P-0011_4_19_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004431,1,P-0096,36,5.24,8,ORD-004431_P-0096_1_36_5.24,True,ORD-004431_P-0096_1_36_5.24,❌ Registro duplicado (CRÍTICO - ORD-004431_P-0096_1_36_5.24 ya existe en data limpia)
ORD-003801,1,P-0119,13,0.0,8,ORD-003801_P-0119_1_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004421,4,P-0051,14,4.92,0,ORD-004421_P-0051_4_14_4.92,True,ORD-004421_P-0051_4_14_4.92,❌ Registro duplicado (CRÍTICO - ORD-004421_P-0051_4_14_4.92 ya existe en data limpia)
ORD-000304,4,P-0050,5,0.0,0,ORD-000304_P-0050_4_5_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004358,1,P-0058,5,0.0,0,ORD-004358_P-0058_1_5_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000664,6,P-0095,29,0.0,0,ORD-000664_P-0095_6_29_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002097,2,P-0054,-3,4.93,8,ORD-002097_P-0054_2_-3_4.93,False,,cantidad_unidades: debe ser > 0 (valor: -3)
ORD-000310,1,P-0048,-1,1.69,8,ORD-000310_P-0048_1_-1_1.69,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-004082,1,P-0002,-7,8.67,8,ORD-004082_P-0002_1_-7_8.67,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-004182,2,P-0062,13,2.47,15,ORD-004182_P-0062_2_13_2.47,True,ORD-004182_P-0062_2_13_2.47,❌ Registro duplicado (CRÍTICO - ORD-004182_P-0062_2_13_2.47 ya existe en data limpia)
ORD-001424,2,P-0084,17,0.0,0,ORD-001424_P-0084_2_17_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001280,3,P-0036,20,0.0,0,ORD-001280_P-0036_3_20_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003638,2,P-0072,26,0.0,0,ORD-003638_P-0072_2_26_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003869,2,P-0115,-2,2.65,0,ORD-003869_P-0115_2_-2_2.65,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-003585,4,P-0072,15,0.0,5,ORD-003585_P-0072_4_15_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004126,2,P-0084,35,0.0,0,ORD-004126_P-0084_2_35_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000906,1,P-0055,17,5.23,15,ORD-000906_P-0055_1_17_5.23,True,ORD-000906_P-0055_1_17_5.23,❌ Registro duplicado (CRÍTICO - ORD-000906_P-0055_1_17_5.23 ya existe en data limpia)
ORD-002684,1,P-0034,1,0.0,0,ORD-002684_P-0034_1_1_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003742,1,P-0045,13,0.0,10,ORD-003742_P-0045_1_13_0.0,True,ORD-003742_P-0045_1_13_0.0,❌ Registro duplicado (CRÍTICO - ORD-003742_P-0045_1_13_0.0 ya existe en data limpia) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000807,1,P-0008,47,0.0,10,ORD-000807_P-0008_1_47_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001891,1,P-0109,8,0.0,0,ORD-001891_P-0109_1_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003309,5,P-0008,-6,3.57,0,ORD-003309_P-0008_5_-6_3.57,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-002912,1,P-0020,31,0.0,0,ORD-002912_P-0020_1_31_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000427,4,P-0095,24,3.99,0,ORD-000427_P-0095_4_24_3.99,True,ORD-000427_P-0095_4_24_3.99,❌ Registro duplicado (CRÍTICO - ORD-000427_P-0095_4_24_3.99 ya existe en data limpia)
ORD-004971,6,P-0027,-4,3.63,0,ORD-004971_P-0027_6_-4_3.63,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-002755,3,P-0047,-8,6.63,8,ORD-002755_P-0047_3_-8_6.63,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-004850,2,P-0104,34,3.75,0,ORD-004850_P-0104_2_34_3.75,True,ORD-004850_P-0104_2_34_3.75,❌ Registro duplicado (CRÍTICO - ORD-004850_P-0104_2_34_3.75 ya existe en data limpia)
ORD-004150,3,P-0053,3,0.0,8,ORD-004150_P-0053_3_3_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001898,2,P-0027,-10,3.76,15,ORD-001898_P-0027_2_-10_3.76,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-005578,4,P-0115,-10,2.82,0,ORD-005578_P-0115_4_-10_2.82,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-003702,1,P-0014,10,0.0,10,ORD-003702_P-0014_1_10_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005381,1,P-0064,6,0.0,0,ORD-005381_P-0064_1_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003258,2,P-0048,25,0.0,10,ORD-003258_P-0048_2_25_0.0,True,ORD-003258_P-0048_2_25_0.0,❌ Registro duplicado (CRÍTICO - ORD-003258_P-0048_2_25_0.0 ya existe en data limpia) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004153,2,P-0077,3,0.0,15,ORD-004153_P-0077_2_3_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001301,5,P-0109,24,6.12,0,ORD-001301_P-0109_5_24_6.12,True,ORD-001301_P-0109_5_24_6.12,❌ Registro duplicado (CRÍTICO - ORD-001301_P-0109_5_24_6.12 ya existe en data limpia)
ORD-002434,4,P-0062,32,0.0,15,ORD-002434_P-0062_4_32_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001255,3,P-0006,18,0.0,0,ORD-001255_P-0006_3_18_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003014,1,P-0051,3,0.0,0,ORD-003014_P-0051_1_3_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004725,4,P-0117,30,0.0,5,ORD-004725_P-0117_4_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004086,3,P-0074,-7,6.76,5,ORD-004086_P-0074_3_-7_6.76,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-001323,3,P-0068,8,0.0,0,ORD-001323_P-0068_3_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001632,3,P-0038,6,5.38,8,ORD-001632_P-0038_3_6_5.38,True,ORD-001632_P-0038_3_6_5.38,❌ Registro duplicado (CRÍTICO - ORD-001632_P-0038_3_6_5.38 ya existe en data limpia)
ORD-005146,2,P-0102,-12,3.26,0,ORD-005146_P-0102_2_-12_3.26,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-004307,1,P-0109,1,6.08,0,ORD-004307_P-0109_1_1_6.08,True,ORD-004307_P-0109_1_1_6.08,❌ Registro duplicado (CRÍTICO - ORD-004307_P-0109_1_1_6.08 ya existe en data limpia)
ORD-002759,5,P-0106,12,4.16,0,ORD-002759_P-0106_5_12_4.16,True,ORD-002759_P-0106_5_12_4.16,❌ Registro duplicado (CRÍTICO - ORD-002759_P-0106_5_12_4.16 ya existe en data limpia)
ORD-004911,1,P-0060,1,4.27,10,ORD-004911_P-0060_1_1_4.27,True,ORD-004911_P-0060_1_1_4.27,❌ Registro duplicado (CRÍTICO - ORD-004911_P-0060_1_1_4.27 ya existe en data limpia)
ORD-001930,1,P-0104,33,4.05,0,ORD-001930_P-0104_1_33_4.05,True,ORD-001930_P-0104_1_33_4.05,❌ Registro duplicado (CRÍTICO - ORD-001930_P-0104_1_33_4.05 ya existe en data limpia)
ORD-002396,2,P-0070,27,0.0,15,ORD-002396_P-0070_2_27_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005441,3,P-0057,-12,6.88,0,ORD-005441_P-0057_3_-12_6.88,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-002261,1,P-0116,36,3.92,10,ORD-002261_P-0116_1_36_3.92,True,ORD-002261_P-0116_1_36_3.92,❌ Registro duplicado (CRÍTICO - ORD-002261_P-0116_1_36_3.92 ya existe en data limpia)
ORD-005056,6,P-0087,16,0.0,5,ORD-005056_P-0087_6_16_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001820,5,P-0039,42,0.0,0,ORD-001820_P-0039_5_42_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001055,3,P-0009,23,0.0,0,ORD-001055_P-0009_3_23_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000603,1,P-0103,-9,3.44,15,ORD-000603_P-0103_1_-9_3.44,False,,cantidad_unidades: debe ser > 0 (valor: -9)
ORD-004506,2,P-0094,39,5.74,15,ORD-004506_P-0094_2_39_5.74,True,ORD-004506_P-0094_2_39_5.74,❌ Registro duplicado (CRÍTICO - ORD-004506_P-0094_2_39_5.74 ya existe en data limpia)
ORD-001953,1,P-0104,42,0.0,10,ORD-001953_P-0104_1_42_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004359,1,P-0099,-11,4.36,15,ORD-004359_P-0099_1_-11_4.36,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-005283,5,P-0075,13,0.0,8,ORD-005283_P-0075_5_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002451,3,P-0030,6,0.0,0,ORD-002451_P-0030_3_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003775,1,P-0053,34,0.0,0,ORD-003775_P-0053_1_34_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003442,2,P-0051,39,4.55,0,ORD-003442_P-0051_2_39_4.55,True,ORD-003442_P-0051_2_39_4.55,❌ Registro duplicado (CRÍTICO - ORD-003442_P-0051_2_39_4.55 ya existe en data limpia)
ORD-001741,4,P-0026,14,8.16,0,ORD-001741_P-0026_4_14_8.16,True,ORD-001741_P-0026_4_14_8.16,❌ Registro duplicado (CRÍTICO - ORD-001741_P-0026_4_14_8.16 ya existe en data limpia)
ORD-002213,2,P-0003,42,4.71,5,ORD-002213_P-0003_2_42_4.71,True,ORD-002213_P-0003_2_42_4.71,❌ Registro duplicado (CRÍTICO - ORD-002213_P-0003_2_42_4.71 ya existe en data limpia)
ORD-001218,1,P-0013,1,0.0,8,ORD-001218_P-0013_1_1_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001406,1,P-0076,-4,2.45,0,ORD-001406_P-0076_1_-4_2.45,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-003816,2,P-0013,21,2.74,5,ORD-003816_P-0013_2_21_2.74,True,ORD-003816_P-0013_2_21_2.74,❌ Registro duplicado (CRÍTICO - ORD-003816_P-0013_2_21_2.74 ya existe en data limpia)
ORD-000471,3,P-0077,6,0.0,8,ORD-000471_P-0077_3_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002291,1,P-0044,41,1.97,0,ORD-002291_P-0044_1_41_1.97,True,ORD-002291_P-0044_1_41_1.97,❌ Registro duplicado (CRÍTICO - ORD-002291_P-0044_1_41_1.97 ya existe en data limpia)
ORD-002551,5,P-0025,-10,3.09,0,ORD-002551_P-0025_5_-10_3.09,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-001900,2,P-0033,-2,7.87,0,ORD-001900_P-0033_2_-2_7.87,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-004181,3,P-0025,8,3.07,5,ORD-004181_P-0025_3_8_3.07,True,ORD-004181_P-0025_3_8_3.07,❌ Registro duplicado (CRÍTICO - ORD-004181_P-0025_3_8_3.07 ya existe en data limpia)
ORD-000118,1,P-0030,31,2.29,15,ORD-000118_P-0030_1_31_2.29,True,ORD-000118_P-0030_1_31_2.29,❌ Registro duplicado (CRÍTICO - ORD-000118_P-0030_1_31_2.29 ya existe en data limpia)
ORD-004521,1,P-0045,26,6.03,8,ORD-004521_P-0045_1_26_6.03,True,ORD-004521_P-0045_1_26_6.03,❌ Registro duplicado (CRÍTICO - ORD-004521_P-0045_1_26_6.03 ya existe en data limpia)
ORD-000326,1,P-0007,-3,3.56,8,ORD-000326_P-0007_1_-3_3.56,False,,cantidad_unidades: debe ser > 0 (valor: -3)
ORD-000481,1,P-0096,-7,5.32,5,ORD-000481_P-0096_1_-7_5.32,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-000530,1,P-0042,28,0.0,5,ORD-000530_P-0042_1_28_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002504,1,P-0039,36,6.39,8,ORD-002504_P-0039_1_36_6.39,True,ORD-002504_P-0039_1_36_6.39,❌ Registro duplicado (CRÍTICO - ORD-002504_P-0039_1_36_6.39 ya existe en data limpia)
ORD-000865,2,P-0085,33,0.0,10,ORD-000865_P-0085_2_33_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004142,5,P-0032,19,0.0,0,ORD-004142_P-0032_5_19_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002759,6,P-0083,40,3.56,10,ORD-002759_P-0083_6_40_3.56,True,ORD-002759_P-0083_6_40_3.56,❌ Registro duplicado (CRÍTICO - ORD-002759_P-0083_6_40_3.56 ya existe en data limpia)
ORD-000140,1,P-0092,25,6.25,15,ORD-000140_P-0092_1_25_6.25,True,ORD-000140_P-0092_1_25_6.25,❌ Registro duplicado (CRÍTICO - ORD-000140_P-0092_1_25_6.25 ya existe en data limpia)
ORD-002458,5,P-0018,14,0.0,8,ORD-002458_P-0018_5_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000160,2,P-0038,14,0.0,8,ORD-000160_P-0038_2_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001702,3,P-0104,30,0.0,10,ORD-001702_P-0104_3_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001644,5,P-0109,19,6.2,0,ORD-001644_P-0109_5_19_6.2,True,ORD-001644_P-0109_5_19_6.2,❌ Registro duplicado (CRÍTICO - ORD-001644_P-0109_5_19_6.2 ya existe en data limpia)
ORD-000089,3,P-0090,42,7.1,0,ORD-000089_P-0090_3_42_7.1,True,ORD-000089_P-0090_3_42_7.1,❌ Registro duplicado (CRÍTICO - ORD-000089_P-0090_3_42_7.1 ya existe en data limpia)
ORD-001887,1,P-0037,32,7.35,0,ORD-001887_P-0037_1_32_7.35,True,ORD-001887_P-0037_1_32_7.35,❌ Registro duplicado (CRÍTICO - ORD-001887_P-0037_1_32_7.35 ya existe en data limpia)
ORD-004390,2,P-0063,29,4.69,10,ORD-004390_P-0063_2_29_4.69,True,ORD-004390_P-0063_2_29_4.69,❌ Registro duplicado (CRÍTICO - ORD-004390_P-0063_2_29_4.69 ya existe en data limpia)
ORD-000301,1,P-0093,-1,0.0,10,ORD-000301_P-0093_1_-1_0.0,False,,cantidad_unidades: debe ser > 0 (valor: -1) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004776,3,P-0075,17,5.85,0,ORD-004776_P-0075_3_17_5.85,True,ORD-004776_P-0075_3_17_5.85,❌ Registro duplicado (CRÍTICO - ORD-004776_P-0075_3_17_5.85 ya existe en data limpia)
ORD-005456,1,P-0118,18,0.0,10,ORD-005456_P-0118_1_18_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002662,2,P-0117,35,4.31,0,ORD-002662_P-0117_2_35_4.31,True,ORD-002662_P-0117_2_35_4.31,❌ Registro duplicado (CRÍTICO - ORD-002662_P-0117_2_35_4.31 ya existe en data limpia)
ORD-000550,2,P-0105,43,0.0,15,ORD-000550_P-0105_2_43_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003444,2,P-0103,12,0.0,10,ORD-003444_P-0103_2_12_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005255,2,P-0038,39,0.0,8,ORD-005255_P-0038_2_39_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003787,2,P-0998,-3,2.31,5,ORD-003787_P-0998_2_-3_2.31,False,,cantidad_unidades: debe ser > 0 (valor: -3)
ORD-001764,5,P-0006,15,0.0,15,ORD-001764_P-0006_5_15_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003340,1,P-0077,45,3.54,0,ORD-003340_P-0077_1_45_3.54,True,ORD-003340_P-0077_1_45_3.54,❌ Registro duplicado (CRÍTICO - ORD-003340_P-0077_1_45_3.54 ya existe en data limpia)
ORD-005243,1,P-0034,20,7.89,8,ORD-005243_P-0034_1_20_7.89,True,ORD-005243_P-0034_1_20_7.89,❌ Registro duplicado (CRÍTICO - ORD-005243_P-0034_1_20_7.89 ya existe en data limpia)
ORD-004382,4,P-0017,37,3.26,0,ORD-004382_P-0017_4_37_3.26,True,ORD-004382_P-0017_4_37_3.26,❌ Registro duplicado (CRÍTICO - ORD-004382_P-0017_4_37_3.26 ya existe en data limpia)
ORD-002931,3,P-0108,44,0.0,15,ORD-002931_P-0108_3_44_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000564,2,P-0056,48,0.0,0,ORD-000564_P-0056_2_48_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002516,1,P-0050,17,0.0,8,ORD-002516_P-0050_1_17_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001386,3,P-0068,-6,1.5,0,ORD-001386_P-0068_3_-6_1.5,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-002675,1,P-0085,-9,7.17,8,ORD-002675_P-0085_1_-9_7.17,False,,cantidad_unidades: debe ser > 0 (valor: -9)
ORD-000275,2,P-0048,13,0.0,0,ORD-000275_P-0048_2_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001951,4,P-0020,-8,3.27,8,ORD-001951_P-0020_4_-8_3.27,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-004432,2,P-0074,-1,6.9,0,ORD-004432_P-0074_2_-1_6.9,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-000566,2,P-0064,40,0.0,8,ORD-000566_P-0064_2_40_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002620,3,P-0003,-12,4.46,5,ORD-002620_P-0003_3_-12_4.46,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-000342,1,P-0078,9,8.2,10,ORD-000342_P-0078_1_9_8.2,True,ORD-000342_P-0078_1_9_8.2,❌ Registro duplicado (CRÍTICO - ORD-000342_P-0078_1_9_8.2 ya existe en data limpia)
ORD-000978,4,P-0058,-2,6.33,0,ORD-000978_P-0058_4_-2_6.33,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-004430,1,P-0007,45,3.53,0,ORD-004430_P-0007_1_45_3.53,True,ORD-004430_P-0007_1_45_3.53,❌ Registro duplicado (CRÍTICO - ORD-004430_P-0007_1_45_3.53 ya existe en data limpia)
ORD-003876,2,P-0048,16,0.0,5,ORD-003876_P-0048_2_16_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001154,1,P-0076,13,2.26,0,ORD-001154_P-0076_1_13_2.26,True,ORD-001154_P-0076_1_13_2.26,❌ Registro duplicado (CRÍTICO - ORD-001154_P-0076_1_13_2.26 ya existe en data limpia)
ORD-001888,3,P-0087,7,0.0,10,ORD-001888_P-0087_3_7_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003272,5,P-0058,-11,5.95,8,ORD-003272_P-0058_5_-11_5.95,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-002292,1,P-0025,21,0.0,0,ORD-002292_P-0025_1_21_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001930,5,P-0061,29,5.31,0,ORD-001930_P-0061_5_29_5.31,True,ORD-001930_P-0061_5_29_5.31,❌ Registro duplicado (CRÍTICO - ORD-001930_P-0061_5_29_5.31 ya existe en data limpia)
ORD-002585,5,P-0011,8,0.0,15,ORD-002585_P-0011_5_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003011,4,P-0078,14,0.0,5,ORD-003011_P-0078_4_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001625,6,P-0050,2,0.0,10,ORD-001625_P-0050_6_2_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000342,3,P-0111,2,3.75,0,ORD-000342_P-0111_3_2_3.75,True,ORD-000342_P-0111_3_2_3.75,❌ Registro duplicado (CRÍTICO - ORD-000342_P-0111_3_2_3.75 ya existe en data limpia)
ORD-005055,1,P-0020,-12,3.48,0,ORD-005055_P-0020_1_-12_3.48,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-001853,2,P-0023,41,0.0,0,ORD-001853_P-0023_2_41_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001741,1,P-0010,15,6.19,0,ORD-001741_P-0010_1_15_6.19,True,ORD-001741_P-0010_1_15_6.19,❌ Registro duplicado (CRÍTICO - ORD-001741_P-0010_1_15_6.19 ya existe en data limpia)
ORD-000059,1,P-0049,21,2.28,8,ORD-000059_P-0049_1_21_2.28,True,ORD-000059_P-0049_1_21_2.28,❌ Registro duplicado (CRÍTICO - ORD-000059_P-0049_1_21_2.28 ya existe en data limpia)
ORD-003479,2,P-0113,8,0.0,8,ORD-003479_P-0113_2_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000180,5,P-0013,-6,2.88,0,ORD-000180_P-0013_5_-6_2.88,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-000812,1,P-0063,2,4.8,0,ORD-000812_P-0063_1_2_4.8,True,ORD-000812_P-0063_1_2_4.8,❌ Registro duplicado (CRÍTICO - ORD-000812_P-0063_1_2_4.8 ya existe en data limpia)
ORD-002454,4,P-0009,-1,3.8,10,ORD-002454_P-0009_4_-1_3.8,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-000889,2,P-0055,-4,5.14,5,ORD-000889_P-0055_2_-4_5.14,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-005331,1,P-0099,38,0.0,5,ORD-005331_P-0099_1_38_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002894,2,P-0020,21,0.0,10,ORD-002894_P-0020_2_21_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001975,3,P-0038,-9,5.83,15,ORD-001975_P-0038_3_-9_5.83,False,,cantidad_unidades: debe ser > 0 (valor: -9)
ORD-003852,1,P-0114,1,0.0,0,ORD-003852_P-0114_1_1_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003088,5,P-0045,-4,5.93,10,ORD-003088_P-0045_5_-4_5.93,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-001080,1,P-0112,8,6.46,8,ORD-001080_P-0112_1_8_6.46,True,ORD-001080_P-0112_1_8_6.46,❌ Registro duplicado (CRÍTICO - ORD-001080_P-0112_1_8_6.46 ya existe en data limpia)
