orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct,new_key,es_duplicado,new_key_original
ORD-001205,2,P-0091,7,3.59,10,ORD-001205_P-0091_2_7_3.59,False,
ORD-004063,1,P-0105,48,4.11,0,ORD-004063_P-0105_1_48_4.11,False,
ORD-003602,5,P-0049,25,2.46,0,ORD-003602_P-0049_5_25_2.46,False,
ORD-002548,4,P-0052,40,3.72,0,ORD-002548_P-0052_4_40_3.72,False,
ORD-002705,2,P-0014,14,3.26,15,ORD-002705_P-0014_2_14_3.26,False,
ORD-005540,2,P-0062,13,2.42,0,ORD-005540_P-0062_2_13_2.42,False,
ORD-001216,3,P-0017,37,3.41,0,ORD-001216_P-0017_3_37_3.41,False,
ORD-003850,1,P-0047,15,6.87,0,ORD-003850_P-0047_1_15_6.87,False,
ORD-001225,2,P-0061,12,5.29,0,ORD-001225_P-0061_2_12_5.29,False,
ORD-002364,3,P-0002,25,8.49,10,ORD-002364_P-0002_3_25_8.49,False,
ORD-001500,2,P-0004,12,5.6,0,ORD-001500_P-0004_2_12_5.6,False,
ORD-000049,1,P-0106,38,4.22,0,ORD-000049_P-0106_1_38_4.22,False,
ORD-000323,2,P-0069,11,1.52,5,ORD-000323_P-0069_2_11_1.52,False,
ORD-001489,2,P-0023,48,2.34,0,ORD-001489_P-0023_2_48_2.34,False,
ORD-004437,2,P-0103,5,3.48,5,ORD-004437_P-0103_2_5_3.48,False,
ORD-002375,1,P-0041,12,6.42,10,ORD-002375_P-0041_1_12_6.42,False,
ORD-000853,1,P-0052,16,3.88,15,ORD-000853_P-0052_1_16_3.88,False,
ORD-001621,5,P-0085,47,7.11,0,ORD-001621_P-0085_5_47_7.11,False,
ORD-001450,1,P-0023,25,2.39,15,ORD-001450_P-0023_1_25_2.39,False,
ORD-004949,1,P-0053,14,7.39,8,ORD-004949_P-0053_1_14_7.39,False,
ORD-002227,1,P-0080,27,4.59,15,ORD-002227_P-0080_1_27_4.59,False,
ORD-000176,3,P-0100,26,5.08,10,ORD-000176_P-0100_3_26_5.08,False,
ORD-003500,4,P-0018,29,2.91,5,ORD-003500_P-0018_4_29_2.91,False,
ORD-004718,2,P-0023,3,2.49,10,ORD-004718_P-0023_2_3_2.49,False,
ORD-003068,1,P-0060,46,4.47,0,ORD-003068_P-0060_1_46_4.47,False,
ORD-001601,6,P-0021,23,3.89,0,ORD-001601_P-0021_6_23_3.89,False,
ORD-001833,2,P-0006,39,4.8,0,ORD-001833_P-0006_2_39_4.8,False,
ORD-005346,2,P-0037,31,7.36,0,ORD-005346_P-0037_2_31_7.36,False,
ORD-004293,3,P-0054,4,4.79,15,ORD-004293_P-0054_3_4_4.79,False,
ORD-003586,1,P-0064,9,6.23,15,ORD-003586_P-0064_1_9_6.23,False,
ORD-002310,4,P-0062,29,2.52,5,ORD-002310_P-0062_4_29_2.52,False,
ORD-001688,1,P-0020,4,3.38,15,ORD-001688_P-0020_1_4_3.38,False,
ORD-001200,5,P-0050,34,4.14,0,ORD-001200_P-0050_5_34_4.14,False,
ORD-003468,4,P-0085,2,7.4,0,ORD-003468_P-0085_4_2_7.4,False,
ORD-000330,2,P-0082,44,5.42,8,ORD-000330_P-0082_2_44_5.42,False,
ORD-002082,1,P-0016,31,4.88,0,ORD-002082_P-0016_1_31_4.88,False,
ORD-002248,2,P-0078,36,8.53,0,ORD-002248_P-0078_2_36_8.53,False,
ORD-005212,1,P-0008,28,3.61,10,ORD-005212_P-0008_1_28_3.61,False,
ORD-004475,3,P-0025,27,3.12,5,ORD-004475_P-0025_3_27_3.12,False,
ORD-005479,2,P-0084,15,4.22,0,ORD-005479_P-0084_2_15_4.22,False,
ORD-003004,5,P-0088,21,4.72,0,ORD-003004_P-0088_5_21_4.72,False,
ORD-005105,2,P-0047,34,6.49,0,ORD-005105_P-0047_2_34_6.49,False,
ORD-003705,4,P-0005,24,6.16,0,ORD-003705_P-0005_4_24_6.16,False,
ORD-005144,2,P-0022,29,1.73,0,ORD-005144_P-0022_2_29_1.73,False,
ORD-004160,4,P-0100,40,5.54,8,ORD-004160_P-0100_4_40_5.54,False,
ORD-002915,1,P-0023,27,2.28,0,ORD-002915_P-0023_1_27_2.28,False,
ORD-004490,1,P-0067,6,6.09,8,ORD-004490_P-0067_1_6_6.09,False,
ORD-005353,3,P-0065,30,5.97,0,ORD-005353_P-0065_3_30_5.97,False,
ORD-005507,5,P-0024,15,3.04,0,ORD-005507_P-0024_5_15_3.04,False,
ORD-004075,3,P-0010,11,6.18,15,ORD-004075_P-0010_3_11_6.18,False,
ORD-004521,1,P-0045,26,6.03,8,ORD-004521_P-0045_1_26_6.03,False,
ORD-003819,3,P-0117,29,4.59,5,ORD-003819_P-0117_3_29_4.59,False,
ORD-001270,3,P-0046,10,3.12,5,ORD-001270_P-0046_3_10_3.12,False,
ORD-002654,1,P-0113,27,2.59,0,ORD-002654_P-0113_1_27_2.59,False,
ORD-000943,4,P-0117,48,4.37,0,ORD-000943_P-0117_4_48_4.37,False,
ORD-004908,6,P-0070,27,1.57,0,ORD-004908_P-0070_6_27_1.57,False,
ORD-003402,5,P-0042,31,2.54,0,ORD-003402_P-0042_5_31_2.54,False,
ORD-002935,1,P-0055,36,5.06,0,ORD-002935_P-0055_1_36_5.06,False,
ORD-003251,1,P-0068,47,1.55,0,ORD-003251_P-0068_1_47_1.55,False,
ORD-004334,3,P-0108,17,2.18,8,ORD-004334_P-0108_3_17_2.18,False,
ORD-004631,2,P-0062,37,2.54,0,ORD-004631_P-0062_2_37_2.54,False,
ORD-002780,2,P-0056,41,4.95,0,ORD-002780_P-0056_2_41_4.95,False,
ORD-000194,1,P-0112,13,6.17,0,ORD-000194_P-0112_1_13_6.17,False,
ORD-004558,3,P-0100,31,5.07,10,ORD-004558_P-0100_3_31_5.07,False,
ORD-003015,5,P-0053,32,7.4,8,ORD-003015_P-0053_5_32_7.4,False,
ORD-003993,5,P-0005,2,5.98,15,ORD-003993_P-0005_5_2_5.98,False,
ORD-004193,4,P-0065,4,6.15,15,ORD-004193_P-0065_4_4_6.15,False,
ORD-004617,2,P-0053,30,7.67,0,ORD-004617_P-0053_2_30_7.67,False,
ORD-000071,1,P-0110,19,4.24,0,ORD-000071_P-0110_1_19_4.24,False,
ORD-003995,1,P-0103,15,3.52,0,ORD-003995_P-0103_1_15_3.52,False,
ORD-000614,1,P-0109,19,6.03,5,ORD-000614_P-0109_1_19_6.03,False,
ORD-004357,5,P-0028,20,6.74,5,ORD-004357_P-0028_5_20_6.74,False,
ORD-004816,4,P-0085,5,7.69,0,ORD-004816_P-0085_4_5_7.69,False,
ORD-001819,4,P-0003,37,4.77,0,ORD-001819_P-0003_4_37_4.77,False,
ORD-001126,2,P-0085,34,7.49,15,ORD-001126_P-0085_2_34_7.49,False,
ORD-005183,3,P-0022,35,1.65,8,ORD-005183_P-0022_3_35_1.65,False,
ORD-004699,3,P-0105,30,4.24,0,ORD-004699_P-0105_3_30_4.24,False,
ORD-003521,4,P-0035,23,6.12,0,ORD-003521_P-0035_4_23_6.12,False,
ORD-003859,6,P-0082,21,5.2,0,ORD-003859_P-0082_6_21_5.2,False,
ORD-003920,3,P-0080,48,4.45,15,ORD-003920_P-0080_3_48_4.45,False,
ORD-003277,4,P-0029,18,2.64,0,ORD-003277_P-0029_4_18_2.64,False,
ORD-004085,2,P-0059,13,6.23,10,ORD-004085_P-0059_2_13_6.23,False,
ORD-000904,1,P-0001,15,7.16,10,ORD-000904_P-0001_1_15_7.16,False,
ORD-003522,2,P-0061,28,5.0,5,ORD-003522_P-0061_2_28_5.0,False,
ORD-002534,1,P-0006,28,5.02,10,ORD-002534_P-0006_1_28_5.02,False,
ORD-003442,1,P-0045,19,6.26,15,ORD-003442_P-0045_1_19_6.26,False,
ORD-001178,1,P-0047,40,6.51,0,ORD-001178_P-0047_1_40_6.51,False,
ORD-000429,4,P-0085,32,7.23,0,ORD-000429_P-0085_4_32_7.23,False,
ORD-000787,4,P-0998,5,2.27,0,ORD-000787_P-0998_4_5_2.27,False,
ORD-003851,1,P-0053,46,7.66,15,ORD-003851_P-0053_1_46_7.66,False,
ORD-004647,1,P-0059,45,6.59,8,ORD-004647_P-0059_1_45_6.59,False,
ORD-003386,5,P-0027,3,3.79,15,ORD-003386_P-0027_5_3_3.79,False,
ORD-005516,1,P-0030,48,2.31,10,ORD-005516_P-0030_1_48_2.31,False,
ORD-005195,3,P-0079,38,6.46,15,ORD-005195_P-0079_3_38_6.46,False,
ORD-003343,4,P-0120,5,4.6,0,ORD-003343_P-0120_4_5_4.6,False,
ORD-005629,3,P-0020,20,3.33,10,ORD-005629_P-0020_3_20_3.33,False,
ORD-005479,1,P-0022,2,1.58,0,ORD-005479_P-0022_1_2_1.58,False,
ORD-000682,2,P-0084,47,4.12,5,ORD-000682_P-0084_2_47_4.12,False,
ORD-003990,2,P-0049,48,2.29,8,ORD-003990_P-0049_2_48_2.29,False,
ORD-005405,4,P-0010,48,6.22,0,ORD-005405_P-0010_4_48_6.22,False,
ORD-000978,2,P-0113,6,2.6,10,ORD-000978_P-0113_2_6_2.6,False,
ORD-005205,1,P-0052,16,3.7,8,ORD-005205_P-0052_1_16_3.7,False,
ORD-003633,5,P-0009,44,3.82,0,ORD-003633_P-0009_5_44_3.82,False,
ORD-005344,1,P-0089,40,6.66,0,ORD-005344_P-0089_1_40_6.66,False,
ORD-003283,5,P-0082,24,5.5,10,ORD-003283_P-0082_5_24_5.5,False,
ORD-004725,5,P-0037,37,7.46,0,ORD-004725_P-0037_5_37_7.46,False,
ORD-000059,5,P-0099,11,4.2,10,ORD-000059_P-0099_5_11_4.2,False,
ORD-002589,1,P-0016,34,4.97,0,ORD-002589_P-0016_1_34_4.97,False,
ORD-000147,2,P-0028,6,7.24,0,ORD-000147_P-0028_2_6_7.24,False,
ORD-004014,1,P-0025,9,3.15,0,ORD-004014_P-0025_1_9_3.15,False,
ORD-002778,4,P-0021,35,3.88,15,ORD-002778_P-0021_4_35_3.88,False,
ORD-004274,3,P-0030,16,2.25,0,ORD-004274_P-0030_3_16_2.25,False,
ORD-005411,5,P-0116,16,3.8,0,ORD-005411_P-0116_5_16_3.8,False,
ORD-003720,4,P-0117,30,4.45,0,ORD-003720_P-0117_4_30_4.45,False,
ORD-002532,2,P-0059,11,6.79,10,ORD-002532_P-0059_2_11_6.79,False,
ORD-002048,4,P-0102,7,3.33,10,ORD-002048_P-0102_4_7_3.33,False,
ORD-003266,1,P-0029,6,2.8,0,ORD-003266_P-0029_1_6_2.8,False,
ORD-004414,5,P-0102,3,3.28,0,ORD-004414_P-0102_5_3_3.28,False,
ORD-000958,3,P-0044,29,1.8,0,ORD-000958_P-0044_3_29_1.8,False,
ORD-005201,5,P-0004,32,5.78,5,ORD-005201_P-0004_5_32_5.78,False,
ORD-001936,6,P-0030,47,2.29,5,ORD-001936_P-0030_6_47_2.29,False,
ORD-003182,3,P-0998,42,2.26,0,ORD-003182_P-0998_3_42_2.26,False,
ORD-003372,3,P-0097,26,5.94,0,ORD-003372_P-0097_3_26_5.94,False,
ORD-004275,1,P-0048,27,1.58,0,ORD-004275_P-0048_1_27_1.58,False,
ORD-001879,3,P-0022,25,1.59,0,ORD-001879_P-0022_3_25_1.59,False,
ORD-002451,2,P-0051,40,4.74,0,ORD-002451_P-0051_2_40_4.74,False,
ORD-002188,2,P-0054,35,4.97,0,ORD-002188_P-0054_2_35_4.97,False,
ORD-005428,1,P-0097,21,5.57,10,ORD-005428_P-0097_1_21_5.57,False,
ORD-002115,3,P-0104,38,3.86,15,ORD-002115_P-0104_3_38_3.86,False,
ORD-001301,2,P-0004,43,5.57,15,ORD-001301_P-0004_2_43_5.57,False,
ORD-004936,1,P-0054,24,5.04,0,ORD-004936_P-0054_1_24_5.04,False,
ORD-003446,5,P-0008,45,3.76,15,ORD-003446_P-0008_5_45_3.76,False,
ORD-000880,2,P-0026,30,8.87,10,ORD-000880_P-0026_2_30_8.87,False,
ORD-004570,1,P-0002,23,8.23,0,ORD-004570_P-0002_1_23_8.23,False,
ORD-001982,3,P-0093,18,5.12,10,ORD-001982_P-0093_3_18_5.12,False,
ORD-002905,3,P-0093,24,5.37,8,ORD-002905_P-0093_3_24_5.37,False,
ORD-002478,5,P-0104,10,3.72,5,ORD-002478_P-0104_5_10_3.72,False,
ORD-004116,1,P-0003,44,4.45,10,ORD-004116_P-0003_1_44_4.45,False,
ORD-002392,2,P-0075,46,5.45,10,ORD-002392_P-0075_2_46_5.45,False,
ORD-005166,3,P-0107,19,5.24,8,ORD-005166_P-0107_3_19_5.24,False,
ORD-001245,1,P-0015,15,3.31,10,ORD-001245_P-0015_1_15_3.31,False,
ORD-004186,2,P-0093,13,5.29,5,ORD-004186_P-0093_2_13_5.29,False,
ORD-003457,1,P-0107,13,5.09,8,ORD-003457_P-0107_1_13_5.09,False,
ORD-003129,2,P-0059,20,6.68,5,ORD-003129_P-0059_2_20_6.68,False,
ORD-001495,1,P-0045,3,6.06,0,ORD-001495_P-0045_1_3_6.06,False,
ORD-004402,2,P-0004,19,5.67,8,ORD-004402_P-0004_2_19_5.67,False,
ORD-003284,4,P-0043,48,4.69,15,ORD-003284_P-0043_4_48_4.69,False,
ORD-005249,2,P-0061,42,5.38,0,ORD-005249_P-0061_2_42_5.38,False,
ORD-002332,2,P-0115,25,2.69,0,ORD-002332_P-0115_2_25_2.69,False,
ORD-000940,1,P-0004,31,5.83,15,ORD-000940_P-0004_1_31_5.83,False,
ORD-003271,2,P-0068,28,1.56,10,ORD-003271_P-0068_2_28_1.56,False,
ORD-005175,1,P-0063,11,4.99,5,ORD-005175_P-0063_1_11_4.99,False,
ORD-004678,4,P-0114,45,3.86,8,ORD-004678_P-0114_4_45_3.86,False,
ORD-000845,5,P-0062,41,2.53,0,ORD-000845_P-0062_5_41_2.53,False,
ORD-004235,3,P-0077,37,3.81,0,ORD-004235_P-0077_3_37_3.81,False,
ORD-001854,1,P-0028,17,7.11,0,ORD-001854_P-0028_1_17_7.11,False,
ORD-004752,1,P-0046,21,2.95,0,ORD-004752_P-0046_1_21_2.95,False,
ORD-005614,3,P-0017,31,3.25,0,ORD-005614_P-0017_3_31_3.25,False,
ORD-001531,4,P-0080,5,4.42,0,ORD-001531_P-0080_4_5_4.42,False,
ORD-005072,2,P-0078,16,8.36,0,ORD-005072_P-0078_2_16_8.36,False,
ORD-004350,1,P-0066,32,2.8,0,ORD-004350_P-0066_1_32_2.8,False,
ORD-001455,1,P-0023,16,2.35,5,ORD-001455_P-0023_1_16_2.35,False,
ORD-004587,4,P-0064,9,6.21,0,ORD-004587_P-0064_4_9_6.21,False,
ORD-003940,1,P-0113,31,2.74,0,ORD-003940_P-0113_1_31_2.74,False,
ORD-002035,1,P-0025,41,3.17,0,ORD-002035_P-0025_1_41_3.17,False,
ORD-002107,3,P-0012,43,3.07,0,ORD-002107_P-0012_3_43_3.07,False,
ORD-004426,4,P-0115,39,2.67,0,ORD-004426_P-0115_4_39_2.67,False,
ORD-004790,1,P-0077,47,3.88,0,ORD-004790_P-0077_1_47_3.88,False,
ORD-000840,3,P-0076,11,2.4,10,ORD-000840_P-0076_3_11_2.4,False,
ORD-002684,5,P-0009,37,3.93,0,ORD-002684_P-0009_5_37_3.93,False,
ORD-004650,2,P-0054,3,4.74,0,ORD-004650_P-0054_2_3_4.74,False,
ORD-004551,5,P-0064,18,6.31,0,ORD-004551_P-0064_5_18_6.31,False,
ORD-003325,4,P-0030,18,2.45,15,ORD-003325_P-0030_4_18_2.45,False,
ORD-000026,2,P-0095,1,3.96,8,ORD-000026_P-0095_2_1_3.96,False,
ORD-005053,3,P-0015,8,3.19,0,ORD-005053_P-0015_3_8_3.19,False,
ORD-001526,3,P-0103,20,3.63,0,ORD-001526_P-0103_3_20_3.63,False,
ORD-003941,3,P-0120,48,4.88,0,ORD-003941_P-0120_3_48_4.88,False,
ORD-002755,2,P-0118,2,4.87,5,ORD-002755_P-0118_2_2_4.87,False,
ORD-003356,1,P-0008,10,3.47,0,ORD-003356_P-0008_1_10_3.47,False,
ORD-005494,3,P-0120,41,5.06,8,ORD-005494_P-0120_3_41_5.06,False,
ORD-002107,6,P-0091,48,3.49,0,ORD-002107_P-0091_6_48_3.49,False,
ORD-000307,2,P-0117,24,4.57,0,ORD-000307_P-0117_2_24_4.57,False,
ORD-003559,1,P-0008,11,3.58,0,ORD-003559_P-0008_1_11_3.58,False,
ORD-001599,2,P-0097,8,5.64,0,ORD-001599_P-0097_2_8_5.64,False,
ORD-003160,5,P-0083,43,3.8,10,ORD-003160_P-0083_5_43_3.8,False,
ORD-001991,6,P-0067,6,6.18,15,ORD-001991_P-0067_6_6_6.18,False,
ORD-002710,4,P-0099,14,4.53,5,ORD-002710_P-0099_4_14_4.53,False,
ORD-003383,1,P-0024,23,3.12,10,ORD-003383_P-0024_1_23_3.12,False,
ORD-002078,3,P-0096,25,5.12,5,ORD-002078_P-0096_3_25_5.12,False,
ORD-003269,2,P-0085,6,7.45,5,ORD-003269_P-0085_2_6_7.45,False,
ORD-004672,4,P-0060,13,4.07,0,ORD-004672_P-0060_4_13_4.07,False,
ORD-003156,2,P-0102,23,3.17,0,ORD-003156_P-0102_2_23_3.17,False,
ORD-004051,4,P-0061,10,5.17,0,ORD-004051_P-0061_4_10_5.17,False,
ORD-004599,2,P-0078,26,7.92,5,ORD-004599_P-0078_2_26_7.92,False,
ORD-001505,4,P-0102,12,3.22,0,ORD-001505_P-0102_4_12_3.22,False,
ORD-004243,4,P-0076,35,2.3,0,ORD-004243_P-0076_4_35_2.3,False,
ORD-001096,1,P-0119,28,4.61,0,ORD-001096_P-0119_1_28_4.61,False,
ORD-001380,6,P-0043,44,4.93,10,ORD-001380_P-0043_6_44_4.93,False,
ORD-000690,1,P-0073,25,5.45,0,ORD-000690_P-0073_1_25_5.45,False,
ORD-001160,6,P-0091,11,3.63,0,ORD-001160_P-0091_6_11_3.63,False,
ORD-001766,4,P-0069,35,1.42,5,ORD-001766_P-0069_4_35_1.42,False,
ORD-002580,2,P-0070,16,1.49,10,ORD-002580_P-0070_2_16_1.49,False,
ORD-005183,2,P-0013,47,2.81,8,ORD-005183_P-0013_2_47_2.81,False,
ORD-001839,2,P-0034,40,8.12,5,ORD-001839_P-0034_2_40_8.12,False,
ORD-000040,1,P-0064,45,6.27,5,ORD-000040_P-0064_1_45_6.27,False,
ORD-000963,5,P-0077,33,3.65,5,ORD-000963_P-0077_5_33_3.65,False,
ORD-005632,3,P-0079,6,6.75,8,ORD-005632_P-0079_3_6_6.75,False,
ORD-004459,3,P-0038,28,5.73,0,ORD-004459_P-0038_3_28_5.73,False,
ORD-004175,2,P-0120,19,4.76,8,ORD-004175_P-0120_2_19_4.76,False,
ORD-004652,1,P-0041,12,6.66,10,ORD-004652_P-0041_1_12_6.66,False,
ORD-000322,6,P-0027,14,3.71,0,ORD-000322_P-0027_6_14_3.71,False,
ORD-003386,6,P-0009,3,3.89,15,ORD-003386_P-0009_6_3_3.89,False,
ORD-004043,2,P-0020,28,3.41,5,ORD-004043_P-0020_2_28_3.41,False,
ORD-001568,5,P-0054,12,4.95,0,ORD-001568_P-0054_5_12_4.95,False,
ORD-001576,2,P-0017,17,3.38,0,ORD-001576_P-0017_2_17_3.38,False,
ORD-002299,2,P-0082,32,5.15,0,ORD-002299_P-0082_2_32_5.15,False,
ORD-002511,2,P-0036,25,3.04,0,ORD-002511_P-0036_2_25_3.04,False,
ORD-005344,3,P-0025,36,2.93,0,ORD-005344_P-0025_3_36_2.93,False,
ORD-001963,6,P-0094,11,6.09,5,ORD-001963_P-0094_6_11_6.09,False,
ORD-002381,1,P-0054,4,5.19,0,ORD-002381_P-0054_1_4_5.19,False,
ORD-004328,1,P-0002,6,8.08,10,ORD-004328_P-0002_1_6_8.08,False,
ORD-001962,4,P-0103,48,3.69,0,ORD-001962_P-0103_4_48_3.69,False,
ORD-000344,2,P-0055,44,4.95,15,ORD-000344_P-0055_2_44_4.95,False,
ORD-003213,1,P-0090,35,7.34,0,ORD-003213_P-0090_1_35_7.34,False,
ORD-004426,6,P-0035,46,6.39,5,ORD-004426_P-0035_6_46_6.39,False,
ORD-003311,4,P-0111,18,3.83,0,ORD-003311_P-0111_4_18_3.83,False,
ORD-001355,4,P-0085,31,7.79,0,ORD-001355_P-0085_4_31_7.79,False,
ORD-003621,2,P-0055,17,5.01,10,ORD-003621_P-0055_2_17_5.01,False,
ORD-001072,3,P-0047,17,6.42,8,ORD-001072_P-0047_3_17_6.42,False,
ORD-003610,3,P-0102,39,3.19,0,ORD-003610_P-0102_3_39_3.19,False,
ORD-003170,3,P-0036,6,3.26,0,ORD-003170_P-0036_3_6_3.26,False,
ORD-002840,4,P-0059,45,6.48,0,ORD-002840_P-0059_4_45_6.48,False,
ORD-001127,3,P-0065,26,6.17,0,ORD-001127_P-0065_3_26_6.17,False,
ORD-001320,4,P-0019,5,3.5,5,ORD-001320_P-0019_4_5_3.5,False,
ORD-000500,3,P-0065,13,5.92,0,ORD-000500_P-0065_3_13_5.92,False,
ORD-002211,1,P-0021,45,3.61,15,ORD-002211_P-0021_1_45_3.61,False,
ORD-003622,1,P-0096,24,4.99,0,ORD-003622_P-0096_1_24_4.99,False,
ORD-003119,4,P-0095,40,4.06,0,ORD-003119_P-0095_4_40_4.06,False,
ORD-002269,1,P-0026,8,8.07,15,ORD-002269_P-0026_1_8_8.07,False,
ORD-002045,2,P-0070,16,1.63,8,ORD-002045_P-0070_2_16_1.63,False,
ORD-001703,1,P-0120,39,4.89,0,ORD-001703_P-0120_1_39_4.89,False,
ORD-002724,6,P-0054,11,4.74,15,ORD-002724_P-0054_6_11_4.74,False,
ORD-005218,3,P-0120,34,4.83,10,ORD-005218_P-0120_3_34_4.83,False,
ORD-000712,2,P-0036,7,3.15,0,ORD-000712_P-0036_2_7_3.15,False,
ORD-001951,2,P-0053,35,7.81,10,ORD-001951_P-0053_2_35_7.81,False,
ORD-004259,5,P-0032,19,6.12,10,ORD-004259_P-0032_5_19_6.12,False,
ORD-003264,1,P-0057,33,6.91,10,ORD-003264_P-0057_1_33_6.91,False,
ORD-001234,2,P-0117,24,4.43,0,ORD-001234_P-0117_2_24_4.43,False,
ORD-003496,6,P-0116,8,3.73,0,ORD-003496_P-0116_6_8_3.73,False,
ORD-002195,4,P-0009,5,3.76,8,ORD-002195_P-0009_4_5_3.76,False,
ORD-003394,1,P-0077,37,3.79,10,ORD-003394_P-0077_1_37_3.79,False,
ORD-005109,4,P-0015,22,3.46,5,ORD-005109_P-0015_4_22_3.46,False,
ORD-002893,3,P-0076,33,2.29,0,ORD-002893_P-0076_3_33_2.29,False,
ORD-001176,1,P-0999,13,3.11,0,ORD-001176_P-0999_1_13_3.11,False,
ORD-002446,1,P-0115,6,2.68,10,ORD-002446_P-0115_1_6_2.68,False,
ORD-001900,5,P-0045,38,5.78,0,ORD-001900_P-0045_5_38_5.78,False,
ORD-005044,5,P-0007,28,3.49,0,ORD-005044_P-0007_5_28_3.49,False,
ORD-000477,4,P-0067,22,5.97,10,ORD-000477_P-0067_4_22_5.97,False,
ORD-001940,1,P-0040,23,6.53,10,ORD-001940_P-0040_1_23_6.53,False,
ORD-000652,6,P-0082,29,5.17,0,ORD-000652_P-0082_6_29_5.17,False,
ORD-003059,3,P-0043,39,4.68,10,ORD-003059_P-0043_3_39_4.68,False,
ORD-004597,3,P-0050,36,4.33,0,ORD-004597_P-0050_3_36_4.33,False,
ORD-001819,1,P-0101,43,5.0,15,ORD-001819_P-0101_1_43_5.0,False,
ORD-003553,2,P-0079,31,6.8,5,ORD-003553_P-0079_2_31_6.8,False,
ORD-002834,3,P-0067,5,6.3,0,ORD-002834_P-0067_3_5_6.3,False,
ORD-004733,5,P-0090,29,7.12,0,ORD-004733_P-0090_5_29_7.12,False,
ORD-004581,4,P-0087,39,3.75,0,ORD-004581_P-0087_4_39_3.75,False,
ORD-001330,4,P-0110,1,4.13,0,ORD-001330_P-0110_4_1_4.13,False,
ORD-003799,2,P-0021,6,3.63,0,ORD-003799_P-0021_2_6_3.63,False,
ORD-002154,1,P-0999,31,3.14,15,ORD-002154_P-0999_1_31_3.14,False,
ORD-004344,3,P-0023,39,2.45,8,ORD-004344_P-0023_3_39_2.45,False,
ORD-004962,4,P-0014,13,3.15,0,ORD-004962_P-0014_4_13_3.15,False,
ORD-001948,1,P-0075,26,5.49,0,ORD-001948_P-0075_1_26_5.49,False,
ORD-000899,3,P-0012,10,3.05,0,ORD-000899_P-0012_3_10_3.05,False,
ORD-001931,5,P-0045,25,6.21,8,ORD-001931_P-0045_5_25_6.21,False,
ORD-000342,4,P-0029,3,2.73,8,ORD-000342_P-0029_4_3_2.73,False,
ORD-004118,1,P-0035,31,6.05,5,ORD-004118_P-0035_1_31_6.05,False,
ORD-003484,1,P-0035,3,6.29,5,ORD-003484_P-0035_1_3_6.29,False,
ORD-000906,6,P-0020,34,3.25,0,ORD-000906_P-0020_6_34_3.25,False,
ORD-000620,2,P-0025,16,3.11,0,ORD-000620_P-0025_2_16_3.11,False,
ORD-005041,2,P-0108,6,2.22,8,ORD-005041_P-0108_2_6_2.22,False,
ORD-000069,3,P-0083,44,3.67,0,ORD-000069_P-0083_3_44_3.67,False,
ORD-002711,2,P-0054,16,5.06,0,ORD-002711_P-0054_2_16_5.06,False,
ORD-003378,6,P-0111,29,3.62,5,ORD-003378_P-0111_6_29_3.62,False,
ORD-004665,2,P-0105,17,4.01,10,ORD-004665_P-0105_2_17_4.01,False,
ORD-003050,5,P-0007,31,3.55,10,ORD-003050_P-0007_5_31_3.55,False,
ORD-000924,2,P-0046,12,3.03,0,ORD-000924_P-0046_2_12_3.03,False,
ORD-003411,1,P-0104,14,3.81,0,ORD-003411_P-0104_1_14_3.81,False,
ORD-003050,2,P-0074,10,6.69,10,ORD-003050_P-0074_2_10_6.69,False,
ORD-001710,2,P-0019,37,3.52,8,ORD-001710_P-0019_2_37_3.52,False,
ORD-003496,2,P-0025,22,3.06,0,ORD-003496_P-0025_2_22_3.06,False,
ORD-003305,6,P-0074,21,6.77,0,ORD-003305_P-0074_6_21_6.77,False,
ORD-005340,4,P-0069,37,1.47,0,ORD-005340_P-0069_4_37_1.47,False,
ORD-005020,4,P-0051,36,4.91,10,ORD-005020_P-0051_4_36_4.91,False,
ORD-002023,2,P-0001,42,7.28,0,ORD-002023_P-0001_2_42_7.28,False,
ORD-000212,2,P-0012,1,3.24,0,ORD-000212_P-0012_2_1_3.24,False,
ORD-003856,4,P-0054,47,5.06,0,ORD-003856_P-0054_4_47_5.06,False,
ORD-003161,6,P-0076,34,2.38,15,ORD-003161_P-0076_6_34_2.38,False,
ORD-000283,5,P-0054,27,5.1,5,ORD-000283_P-0054_5_27_5.1,False,
ORD-004938,1,P-0001,36,7.82,0,ORD-004938_P-0001_1_36_7.82,False,
ORD-003045,1,P-0042,29,2.4,0,ORD-003045_P-0042_1_29_2.4,False,
ORD-001295,4,P-0057,24,6.76,8,ORD-001295_P-0057_4_24_6.76,False,
ORD-002527,2,P-0090,24,7.22,10,ORD-002527_P-0090_2_24_7.22,False,
ORD-000435,2,P-0085,13,7.39,0,ORD-000435_P-0085_2_13_7.39,False,
ORD-000501,1,P-0086,46,6.76,5,ORD-000501_P-0086_1_46_6.76,False,
ORD-004906,2,P-0103,39,3.55,0,ORD-004906_P-0103_2_39_3.55,False,
ORD-001909,2,P-0073,32,5.37,0,ORD-001909_P-0073_2_32_5.37,False,
ORD-002794,4,P-0107,25,5.24,8,ORD-002794_P-0107_4_25_5.24,False,
ORD-004202,3,P-0064,45,6.03,10,ORD-004202_P-0064_3_45_6.03,False,
