orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct
ORD-001580,6,P-0061,41,5.17,10
ORD-004849,3,P-0020,45,3.27,0
ORD-005122,2,P-0031,18,3.14,10
ORD-000383,3,P-0102,7,3.47,0
ORD-003152,1,P-0034,17,8.01,10
ORD-001529,3,P-0072,34,2.71,0
ORD-003538,1,P-0060,42,4.27,10
ORD-000251,2,P-0003,41,4.65,0
ORD-003327,1,P-0096,13,5.25,5
ORD-000807,2,P-0105,34,4.16,10
ORD-000523,6,P-0038,33,5.7,0
ORD-002087,1,P-0050,8,4.42,0
ORD-000751,4,P-0029,28,2.81,15
ORD-004584,3,P-0004,5,5.49,5
ORD-000692,2,P-0039,36,6.95,5
ORD-000384,4,P-0018,11,2.74,0
ORD-002721,6,P-0081,23,7.55,0
ORD-003659,2,P-0033,23,7.79,0
ORD-003923,4,P-0073,20,0.0,0
ORD-002613,3,P-0020,25,3.34,0
ORD-004093,4,P-0011,19,1.55,15
ORD-000065,5,P-0074,4,6.98,8
ORD-000410,1,P-0115,19,2.67,0
ORD-000340,2,P-0015,43,3.26,0
ORD-003376,1,P-0042,19,2.59,0
ORD-001881,5,P-0999,39,3.1,0
ORD-004420,4,P-0103,16,3.69,15
ORD-003306,2,P-0071,42,8.39,10
ORD-004774,1,P-0101,40,4.79,0
ORD-000071,4,P-0028,46,6.88,0
ORD-001419,3,P-0038,26,5.55,15
ORD-004995,4,P-0081,37,7.28,0
ORD-002711,4,P-0024,43,3.07,5
ORD-005588,3,P-0096,17,4.93,0
ORD-002849,4,P-0067,7,6.49,0
ORD-003394,6,P-0097,10,6.02,0
ORD-001495,3,P-0016,48,4.95,10
ORD-000206,4,P-0009,44,3.9,0
ORD-000449,3,P-0077,26,3.73,15
ORD-004512,5,P-0062,25,2.52,0
ORD-002036,1,P-0058,36,6.25,10
ORD-001540,2,P-0037,42,6.95,0
ORD-002095,1,P-0035,26,6.14,0
ORD-005015,2,P-0098,44,4.45,0
ORD-003307,6,P-0117,19,4.21,0
ORD-004189,5,P-0045,22,5.76,10
ORD-001066,2,P-0099,4,4.3,0
ORD-000046,4,P-0027,19,3.8,0
ORD-005502,4,P-0114,46,4.0,15
ORD-000035,1,P-0055,48,5.11,0
ORD-001217,2,P-0012,23,3.06,15
ORD-000487,2,P-0087,29,3.65,0
ORD-000490,3,P-0083,48,3.58,5
ORD-003857,1,P-0030,42,2.26,10
ORD-005014,2,P-0061,45,5.02,0
ORD-004527,2,P-0096,35,5.2,8
ORD-003145,1,P-0064,22,6.4,0
ORD-002815,1,P-0069,35,1.51,15
ORD-002299,1,P-0104,5,3.72,0
ORD-005148,4,P-0001,31,7.62,15
ORD-002130,3,P-0068,44,1.5,0
ORD-004128,2,P-0023,15,2.35,0
ORD-000975,4,P-0011,44,1.54,10
ORD-000903,1,P-0024,44,2.98,0
ORD-002745,3,P-0116,16,3.74,0
ORD-001879,1,P-0030,6,2.46,10
ORD-003217,2,P-0068,36,1.56,5
ORD-003211,3,P-0005,31,5.69,5
ORD-003306,2,P-0071,42,8.39,10
ORD-003495,1,P-0073,39,5.06,0
ORD-005313,2,P-0097,5,5.88,0
ORD-000622,2,P-0114,16,4.05,0
ORD-000658,1,P-0049,12,2.47,15
ORD-003101,5,P-0051,40,4.92,0
ORD-003558,4,P-0043,30,4.89,0
ORD-002692,1,P-0001,7,7.2,15
ORD-004602,1,P-0019,29,3.51,8
ORD-005584,3,P-0026,17,8.39,0
ORD-004634,1,P-0046,11,2.98,0
ORD-003996,4,P-0065,31,5.78,0
ORD-005364,2,P-0019,3,3.59,15
ORD-004540,1,P-0033,13,8.06,8
ORD-004919,1,P-0022,45,1.7,15
ORD-001919,6,P-0001,48,7.38,10
ORD-000701,2,P-0999,24,2.95,15
ORD-000703,3,P-0090,35,6.91,0
ORD-001231,3,P-0117,39,4.4,0
ORD-004615,3,P-0075,12,5.38,15
ORD-001606,2,P-0077,3,3.54,15
ORD-002642,1,P-0071,36,9.05,15
ORD-003372,4,P-0078,22,7.98,0
ORD-005043,1,P-0064,12,6.27,15
ORD-001197,4,P-0036,45,3.25,0
ORD-002171,1,P-0114,26,4.06,5
ORD-005008,2,P-0098,24,4.53,0
ORD-002218,1,P-0006,28,4.92,0
ORD-003799,4,P-0045,-3,6.36,5
ORD-001387,4,P-0070,32,1.51,0
ORD-004017,1,P-0062,32,2.38,8
ORD-002312,2,P-0098,47,4.52,15
ORD-000472,3,P-0063,10,4.93,0
ORD-002266,2,P-0092,3,6.35,15
ORD-002543,3,P-0054,46,4.84,0
ORD-000543,4,P-0114,46,3.83,5
ORD-001513,1,P-0029,5,2.71,0
ORD-002979,2,P-0059,36,6.29,5
ORD-005352,2,P-0056,32,5.02,15
ORD-001205,3,P-0029,27,2.64,0
ORD-001121,1,P-0001,26,7.35,0
ORD-001503,1,P-0032,1,6.28,0
ORD-005121,1,P-0060,34,4.07,0
ORD-003816,4,P-0045,26,6.17,0
ORD-002782,3,P-0054,3,5.16,0
ORD-002922,4,P-0064,4,5.89,8
ORD-004298,1,P-0015,16,3.41,0
ORD-003716,2,P-0105,14,3.94,0
ORD-004939,1,P-0001,48,7.88,0
ORD-000867,4,P-0081,44,7.27,10
ORD-002918,2,P-0064,45,6.26,0
ORD-003719,3,P-0103,37,3.38,0
ORD-003305,3,P-0119,19,4.57,5
ORD-005010,3,P-0060,8,4.19,0
ORD-001204,3,P-0997,34,6.19,0
ORD-004081,1,P-0998,16,2.29,0
ORD-005306,2,P-0018,24,2.83,8
ORD-002141,1,P-0033,23,7.83,0
ORD-001083,2,P-0074,40,6.84,10
ORD-002295,2,P-0997,18,5.93,10
ORD-003441,2,P-0101,3,4.91,8
ORD-000543,2,P-0074,8,6.67,0
ORD-004512,1,P-0095,20,3.89,0
ORD-002082,3,P-0065,9,5.69,8
ORD-001882,2,P-0048,48,1.62,0
ORD-004346,2,P-0098,42,4.46,5
ORD-005097,2,P-0081,37,7.13,5
ORD-002324,2,P-0049,14,2.44,0
ORD-003933,2,P-0089,47,6.88,8
ORD-004447,4,P-0059,10,6.33,10
ORD-004475,1,P-0020,11,3.29,15
ORD-000567,2,P-0050,8,4.51,15
ORD-000437,4,P-0017,47,3.56,0
ORD-001263,4,P-0062,7,2.46,8
ORD-004934,1,P-0056,31,4.78,5
ORD-001987,4,P-0117,25,4.33,5
ORD-005101,1,P-0032,40,6.24,0
ORD-005511,4,P-0004,29,5.83,10
ORD-002970,2,P-0112,34,6.3,15
ORD-005527,1,P-0061,18,5.07,10
ORD-002403,2,P-0100,40,5.12,5
ORD-005407,3,P-0101,44,4.59,10
ORD-003141,2,P-0067,30,6.5,0
ORD-005211,1,P-0093,20,5.02,0
ORD-000698,2,P-0115,5,2.7,0
ORD-001629,2,P-0020,15,3.51,8
ORD-004430,1,P-0007,45,3.53,0
ORD-004923,6,P-0046,47,2.93,5
ORD-002686,5,P-0119,2,4.48,5
ORD-001876,3,P-0076,3,2.32,5
ORD-000361,1,P-0079,11,6.62,0
ORD-000847,2,P-0031,13,3.15,15
ORD-002548,3,P-0063,7,4.84,5
ORD-005356,6,P-0038,43,5.83,5
ORD-002032,3,P-0068,41,1.45,0
ORD-004266,1,P-0021,12,3.8,0
ORD-003169,3,P-0117,47,4.58,8
ORD-005600,1,P-0013,42,2.87,0
ORD-002797,4,P-0061,46,5.15,10
ORD-001091,1,P-0092,23,6.04,8
ORD-001082,3,P-0004,47,5.55,0
ORD-002478,2,P-0075,45,5.35,0
ORD-002493,4,P-0016,38,5.16,8
ORD-005604,5,P-0104,39,3.77,0
ORD-002456,2,P-0087,24,3.52,0
ORD-005085,2,P-0019,11,3.49,15
ORD-002047,3,P-0016,34,4.91,0
ORD-001338,3,P-0089,-7,7.04,0
ORD-003406,5,P-0031,3,2.96,0
ORD-000718,1,P-0037,39,7.13,0
ORD-000258,1,P-0063,22,5.02,0
ORD-001793,1,P-0086,10,6.82,10
ORD-003563,2,P-0083,24,3.7,0
ORD-002374,2,P-0015,37,3.22,5
ORD-005418,2,P-0066,25,2.66,15
ORD-004757,4,P-0101,45,4.57,15
ORD-000783,2,P-0104,7,4.05,5
ORD-002502,2,P-0082,26,5.03,10
ORD-002467,3,P-0094,5,5.8,15
ORD-002800,1,P-0096,4,5.32,0
ORD-003466,2,P-0099,34,4.47,15
ORD-005403,6,P-0015,-6,3.27,10
ORD-000343,2,P-0063,6,4.97,0
ORD-003468,1,P-0063,35,4.75,8
ORD-004116,4,P-0008,16,3.74,15
ORD-002672,2,P-0099,2,4.46,15
ORD-003609,3,P-0049,22,2.27,0
ORD-000929,3,P-0101,28,4.79,0
ORD-003433,3,P-0111,45,3.89,5
ORD-002746,4,P-0021,19,3.75,10
ORD-001468,2,P-0037,31,6.94,0
ORD-000817,6,P-0119,3,4.44,8
ORD-000193,5,P-0042,20,2.56,0
ORD-001380,4,P-0103,27,3.67,0
ORD-005629,1,P-0105,31,4.0,5
ORD-002481,3,P-0094,17,5.83,0
ORD-001849,3,P-0041,18,6.64,0
ORD-002844,3,P-0054,4,4.79,0
ORD-004064,2,P-0108,11,2.26,5
ORD-004243,2,P-0054,3,5.14,0
ORD-000480,5,P-0086,40,6.48,0
ORD-004665,1,P-0053,27,7.39,0
ORD-001733,1,P-0096,48,4.97,0
ORD-002950,5,P-0020,33,3.52,10
ORD-000735,2,P-0087,7,3.74,10
ORD-004035,3,P-0032,5,6.45,0
ORD-005091,5,P-0035,2,6.23,0
ORD-003326,3,P-0005,28,5.8,0
ORD-001387,5,P-0084,37,0.0,0
ORD-003257,1,P-0038,25,5.61,0
ORD-002076,2,P-0003,15,4.64,0
ORD-001662,2,P-0038,12,5.83,0
ORD-001893,1,P-0053,12,7.64,0
ORD-002610,3,P-0087,2,3.51,0
ORD-005566,2,P-0006,35,4.87,10
ORD-003831,4,P-0113,48,2.73,8
ORD-005387,6,P-0082,42,5.14,0
ORD-000806,1,P-0112,38,6.31,0
ORD-005572,2,P-0025,41,3.06,10
ORD-001254,1,P-0058,44,5.97,0
ORD-004412,4,P-0077,22,3.81,10
ORD-004079,5,P-0080,40,4.38,5
ORD-002776,6,P-0088,19,4.54,10
ORD-002265,4,P-0118,3,4.66,0
ORD-004814,2,P-0008,34,3.52,8
ORD-004793,3,P-0010,28,6.61,0
ORD-004336,4,P-0068,8,1.53,8
ORD-003631,2,P-0086,44,6.4,8
ORD-002138,2,P-0026,4,8.67,0
ORD-004925,1,P-0018,15,2.7,0
ORD-000406,5,P-0099,5,4.35,0
ORD-003428,3,P-0052,33,3.87,0
ORD-005146,1,P-0098,12,4.55,0
ORD-003916,5,P-0041,22,6.5,0
ORD-002208,2,P-0108,4,2.1,8
ORD-004652,3,P-0018,39,2.9,0
ORD-001016,5,P-0002,9,8.06,0
ORD-002886,3,P-0027,23,3.85,0
ORD-002301,2,P-0032,24,6.2,0
ORD-005180,4,P-0108,5,2.23,0
ORD-001851,2,P-0090,33,7.44,5
ORD-001949,5,P-0034,30,7.82,0
ORD-005440,1,P-0063,45,4.98,0
ORD-001997,3,P-0099,19,0.0,15
ORD-003546,2,P-0024,3,3.17,0
ORD-004024,2,P-0034,48,7.44,15
ORD-005185,2,P-0081,10,7.52,0
ORD-005612,4,P-0101,39,4.85,0
ORD-003662,5,P-0011,20,1.62,0
ORD-000376,4,P-0106,38,4.14,0
ORD-000455,4,P-0040,3,6.53,0
ORD-003363,4,P-0113,39,2.69,15
ORD-000515,6,P-0095,11,3.84,10
ORD-000399,2,P-0110,26,4.12,0
ORD-001698,6,P-0063,18,4.88,5
ORD-001992,2,P-0088,6,4.64,0
ORD-000065,1,P-0108,8,2.17,5
ORD-004700,1,P-0086,31,6.81,5
ORD-000705,2,P-0071,2,8.96,8
ORD-003416,4,P-0079,21,6.35,5
ORD-001133,4,P-0050,29,4.52,0
ORD-002962,1,P-0098,3,4.7,0
ORD-004891,5,P-0052,9,0.0,0
ORD-000775,1,P-0103,5,3.54,0
ORD-004956,1,P-0115,13,2.67,0
ORD-000604,1,P-0101,26,4.78,8
ORD-002667,5,P-0079,41,6.59,0
ORD-002081,3,P-0120,41,5.03,10
ORD-002024,1,P-0997,9,6.03,15
ORD-003897,4,P-0090,27,7.39,5
ORD-002948,3,P-0063,35,4.72,0
ORD-001506,1,P-0099,4,4.42,15
ORD-005340,1,P-0053,23,7.75,0
ORD-002165,2,P-0104,5,3.79,15
ORD-000632,1,P-0064,23,5.86,0
ORD-004887,2,P-0056,19,4.79,5
ORD-002712,1,P-0036,24,3.14,5
ORD-002959,2,P-0010,9,6.62,0
ORD-003306,1,P-0059,36,0.0,0
ORD-003238,1,P-0072,46,2.79,5
ORD-002701,2,P-0039,15,6.47,8
ORD-000332,2,P-0101,23,4.91,0
ORD-004480,4,P-0061,13,5.03,10
ORD-002164,2,P-0088,38,4.38,5
ORD-003782,1,P-0111,19,3.92,10
ORD-002071,2,P-0006,10,4.96,0
ORD-000522,3,P-0033,23,0.0,10
ORD-002339,1,P-0100,16,5.48,0
ORD-001224,2,P-0084,24,4.21,0
ORD-003327,2,P-0093,44,5.32,5
ORD-004651,1,P-0100,27,5.44,10
ORD-003093,1,P-0014,44,3.37,0
ORD-000701,1,P-0071,21,8.4,0
ORD-000786,1,P-0071,14,9.06,10
ORD-004996,3,P-0068,32,0.0,5
ORD-003279,1,P-0009,13,3.95,15
ORD-001205,1,P-0049,42,2.38,0
ORD-000763,5,P-0001,33,7.44,0
ORD-003644,1,P-0071,38,9.11,0
ORD-001662,6,P-0108,44,2.14,0
ORD-005336,4,P-0056,36,4.89,10
ORD-000843,1,P-0112,26,6.4,0
ORD-004932,3,P-0102,28,3.15,0
ORD-003415,3,P-0100,46,5.54,0
ORD-000425,2,P-0041,28,6.63,0
ORD-000315,1,P-0051,18,4.61,10
ORD-001239,1,P-0058,34,6.46,0
ORD-001832,3,P-0002,6,8.32,0
ORD-000915,2,P-0074,8,6.7,8
ORD-005191,1,P-0120,7,4.75,0
ORD-002850,3,P-0010,27,6.33,0
ORD-003568,1,P-0008,22,3.69,0
ORD-003274,3,P-0049,9,2.46,8
ORD-001854,4,P-0120,7,4.96,0
ORD-000782,5,P-0035,2,6.44,5
ORD-000212,1,P-0030,15,2.33,0
ORD-004643,2,P-0088,23,4.55,0
ORD-005623,2,P-0107,21,5.39,15
ORD-004951,1,P-0002,26,8.48,10
ORD-002888,1,P-0083,46,3.73,0
ORD-004182,3,P-0010,11,6.15,10
ORD-005580,3,P-0005,30,5.88,0
ORD-004386,3,P-0055,2,4.94,0
ORD-003542,5,P-0087,21,3.47,10
ORD-005130,1,P-0037,4,7.47,8
ORD-000965,4,P-0039,16,6.36,10
ORD-000369,2,P-0071,8,8.91,15
ORD-000196,1,P-0088,30,0.0,15
ORD-005419,1,P-0038,42,5.68,5
ORD-003230,5,P-0068,18,1.47,0
ORD-002543,6,P-0065,2,6.29,10
ORD-004178,1,P-0106,33,4.36,15
ORD-002797,1,P-0044,12,1.86,0
ORD-004980,3,P-0010,18,6.58,8
ORD-003937,1,P-0097,17,5.98,0
ORD-003690,4,P-0045,34,6.0,0
ORD-004480,5,P-0100,31,5.54,8
ORD-001763,3,P-0105,18,3.97,0
ORD-005557,5,P-0024,48,3.01,0
ORD-005205,3,P-0038,7,5.56,15
ORD-004109,1,P-0057,10,7.25,0
ORD-003794,3,P-0069,37,1.53,0
ORD-003165,4,P-0004,-6,5.76,8
ORD-004856,2,P-0036,11,3.15,0
ORD-005263,1,P-0021,35,3.56,8
ORD-003366,1,P-0071,21,8.83,15
ORD-000059,1,P-0049,21,2.28,8
ORD-000350,3,P-0062,45,2.44,5
ORD-003993,1,P-0120,48,4.62,15
ORD-001045,3,P-0054,1,5.15,0
ORD-001018,1,P-0008,6,3.8,15
ORD-002069,2,P-0056,10,4.88,8
ORD-000989,2,P-0068,17,1.44,0
ORD-003746,1,P-0081,41,7.15,10
ORD-002657,1,P-0020,41,3.46,0
ORD-003261,2,P-0003,41,4.62,0
ORD-001241,1,P-0070,14,1.54,15
ORD-001596,5,P-0078,45,8.06,0
ORD-005552,1,P-0007,13,3.7,15
ORD-001083,4,P-0013,15,2.86,0
ORD-005023,2,P-0089,18,6.94,8
ORD-004123,1,P-0038,-7,5.67,10
ORD-000161,6,P-0057,42,7.4,0
ORD-005196,4,P-0037,21,7.13,15
ORD-004605,4,P-0077,4,3.88,0
ORD-003397,2,P-0011,22,1.62,0
ORD-001412,3,P-0054,27,4.74,0
ORD-000394,4,P-0102,22,3.16,5
ORD-003270,1,P-0004,29,5.5,8
ORD-003199,4,P-0002,43,8.12,15
ORD-005451,2,P-0076,5,2.42,0
ORD-000800,4,P-0109,3,6.01,15
ORD-002856,2,P-0103,17,3.52,15
ORD-004995,5,P-0017,12,3.46,0
ORD-001630,4,P-0096,32,5.09,0
ORD-003278,1,P-0104,27,3.76,15
ORD-003779,5,P-0010,2,6.23,0
ORD-001796,1,P-0027,21,0.0,0
ORD-005553,5,P-0004,6,5.43,15
ORD-001080,1,P-0112,8,6.46,8
ORD-004016,2,P-0014,44,3.31,0
ORD-003227,1,P-0031,23,3.03,0
ORD-004808,5,P-0011,36,1.61,15
ORD-004425,1,P-0108,13,2.12,15
ORD-001916,3,P-0064,33,6.36,0
ORD-003477,2,P-0071,41,8.69,0
ORD-000046,1,P-0034,3,7.88,15
ORD-002382,1,P-0058,40,6.44,0
ORD-003971,2,P-0080,26,4.57,0
ORD-005044,4,P-0117,7,4.37,5
ORD-004538,2,P-0021,25,3.72,0
ORD-002846,3,P-0036,31,3.23,0
ORD-004706,1,P-0047,5,6.47,5
ORD-001659,4,P-0073,3,5.15,0
ORD-002454,2,P-0004,29,5.68,15
ORD-000317,4,P-0081,45,7.01,15
ORD-001492,5,P-0036,14,3.02,0
ORD-003010,2,P-0044,36,1.86,15
ORD-004099,2,P-0042,11,2.46,5
ORD-000502,2,P-0086,23,6.53,8
ORD-004921,2,P-0082,43,5.29,10
ORD-001046,2,P-0077,7,3.76,0
ORD-001791,3,P-0088,26,4.55,0
ORD-003364,2,P-0009,27,3.75,10
ORD-002360,5,P-0025,37,3.0,0
ORD-002695,3,P-0071,25,8.55,0
ORD-003722,5,P-0112,22,6.13,8
ORD-003413,1,P-0070,23,1.55,0
ORD-002685,4,P-0118,44,4.68,0
ORD-000042,3,P-0065,45,6.17,15
ORD-003407,4,P-0060,39,4.41,0
ORD-001985,2,P-0040,4,6.52,8
ORD-004332,3,P-0110,41,4.23,10
ORD-003086,4,P-0111,12,3.94,5
ORD-005625,3,P-0027,23,3.84,0
ORD-000003,3,P-0043,10,4.82,0
ORD-003470,1,P-0096,7,5.36,0
ORD-001426,1,P-0099,31,4.53,10
ORD-000866,3,P-0005,10,5.83,0
ORD-005334,3,P-0026,45,8.87,0
ORD-001463,2,P-0024,6,3.23,0
ORD-000027,2,P-0017,1,3.48,0
ORD-001064,2,P-0118,47,4.48,0
ORD-004954,1,P-0086,11,6.53,15
ORD-002228,6,P-0011,39,1.56,0
ORD-004426,1,P-0031,30,3.09,15
ORD-001611,5,P-0072,7,2.78,15
ORD-002807,4,P-0065,26,6.14,0
ORD-005027,1,P-0098,3,4.38,0
ORD-005108,1,P-0052,35,3.84,10
ORD-005512,2,P-0056,9,4.69,0
ORD-002333,3,P-0042,43,0.0,8
ORD-005514,6,P-0054,42,0.0,0
ORD-001016,1,P-0049,37,2.45,10
ORD-003899,2,P-0048,30,1.56,0
ORD-004142,1,P-0008,1,3.75,10
ORD-003665,3,P-0042,6,2.5,8
ORD-005310,1,P-0017,14,3.34,0
ORD-000807,6,P-0029,33,2.77,10
ORD-003247,6,P-0084,13,4.17,0
ORD-003573,1,P-0037,23,7.57,0
ORD-004624,5,P-0097,45,5.83,0
ORD-004504,5,P-0074,20,6.75,0
ORD-000799,5,P-0042,13,2.63,10
ORD-001569,2,P-0064,33,5.95,15
ORD-000326,2,P-0083,47,3.6,0
ORD-002290,3,P-0115,2,2.68,8
ORD-005577,1,P-0090,14,7.17,8
ORD-002760,5,P-0073,4,5.35,0
ORD-005220,4,P-0002,37,8.68,0
ORD-000943,1,P-0064,46,6.12,0
ORD-002351,4,P-0017,28,3.54,5
ORD-003090,3,P-0019,27,3.6,0
ORD-002809,2,P-0008,38,3.78,5
ORD-003924,1,P-0116,21,3.77,0
ORD-001017,3,P-0042,-6,2.51,8
ORD-002312,1,P-0024,2,3.21,15
ORD-000242,3,P-0060,26,4.19,0
ORD-001188,6,P-0053,-4,7.77,5
ORD-005589,3,P-0024,34,3.13,0
ORD-005439,3,P-0056,14,4.84,0
ORD-005030,5,P-0085,38,7.64,8
ORD-004732,1,P-0041,35,6.33,0
ORD-003053,3,P-0112,19,6.61,0
ORD-001264,1,P-0003,26,4.39,0
ORD-000014,1,P-0114,19,0.0,0
ORD-001285,3,P-0027,41,3.73,0
ORD-001797,2,P-0044,21,1.84,5
ORD-000845,1,P-0056,2,4.85,0
ORD-003259,1,P-0044,5,1.83,0
ORD-005305,5,P-0096,14,4.97,5
ORD-002770,3,P-0060,14,4.42,0
ORD-005280,3,P-0017,44,3.29,0
ORD-005387,4,P-0089,16,6.99,0
ORD-001837,5,P-0080,44,4.44,5
ORD-002999,2,P-0051,48,4.49,15
ORD-000235,5,P-0036,25,3.21,8
ORD-004539,2,P-0104,8,4.06,15
ORD-003674,2,P-0023,1,2.31,0
ORD-003011,5,P-0108,33,2.09,8
ORD-002907,1,P-0039,8,6.77,0
ORD-002382,4,P-0046,2,2.89,0
ORD-003851,4,P-0080,27,4.68,0
ORD-001921,3,P-0006,48,4.84,5
ORD-005597,4,P-0064,42,5.88,0
ORD-004544,1,P-0004,4,5.62,15
ORD-004941,4,P-0006,31,4.94,0
ORD-002175,1,P-0012,44,3.18,10
ORD-005242,1,P-0003,41,4.84,0
ORD-000088,1,P-0044,11,1.88,0
ORD-005343,4,P-0039,30,6.36,0
ORD-001881,4,P-0069,10,1.54,8
ORD-004327,3,P-0087,21,3.48,0
ORD-000241,5,P-0027,-7,3.86,15
ORD-004508,4,P-0110,23,4.32,0
ORD-005445,1,P-0016,15,5.08,5
ORD-003166,2,P-0077,12,3.68,10
ORD-004187,2,P-0086,37,6.81,8
ORD-000090,2,P-0003,24,4.5,0
ORD-000178,2,P-0058,11,6.25,0
ORD-002029,2,P-0013,38,2.78,8
ORD-005171,1,P-0111,28,3.87,0
ORD-000470,1,P-0108,21,2.08,5
ORD-002158,5,P-0084,28,4.04,0
ORD-004594,1,P-0013,9,2.74,8
ORD-005055,3,P-0067,26,6.48,0
ORD-003358,3,P-0060,5,4.11,0
ORD-005070,1,P-0011,35,1.51,10
ORD-003760,1,P-0042,44,2.62,8
ORD-003510,2,P-0057,6,7.19,8
ORD-003133,3,P-0076,35,2.43,15
ORD-003558,1,P-0031,3,3.1,10
ORD-002310,3,P-0120,26,5.04,0
ORD-005554,1,P-0116,27,3.89,0
ORD-001618,2,P-0034,34,7.42,8
ORD-003463,1,P-0043,8,4.56,0
ORD-003154,5,P-0015,18,3.41,0
ORD-005092,1,P-0034,26,7.62,15
ORD-003300,2,P-0114,3,3.87,10
ORD-001165,3,P-0059,21,6.32,0
ORD-000911,2,P-0061,19,5.14,0
ORD-005091,2,P-0077,40,3.64,8
ORD-005157,2,P-0100,48,5.38,0
ORD-003147,2,P-0014,17,3.4,0
ORD-003590,1,P-0098,18,4.61,0
ORD-005309,1,P-0036,6,3.24,15
ORD-002976,5,P-0049,44,2.32,0
ORD-004512,3,P-0015,2,0.0,0
ORD-004543,6,P-0046,43,2.92,0
ORD-001479,3,P-0021,16,3.7,0
ORD-000144,5,P-0055,42,4.96,0
ORD-000731,5,P-0082,34,5.54,15
ORD-001950,5,P-0081,19,7.16,0
ORD-003728,3,P-0089,45,6.66,0
ORD-005450,3,P-0071,10,8.88,0
ORD-000850,1,P-0054,23,4.83,0
ORD-002846,1,P-0098,36,4.63,0
ORD-004960,3,P-0098,33,4.54,10
ORD-004222,1,P-0001,26,7.48,5
ORD-002751,2,P-0059,45,6.36,10
ORD-000873,2,P-0097,3,5.81,0
ORD-000499,3,P-0110,41,4.23,0
ORD-000654,3,P-0095,30,4.07,0
ORD-002662,1,P-0063,14,4.73,0
ORD-001046,4,P-0118,8,4.72,5
ORD-002911,1,P-0008,20,3.59,0
ORD-000707,4,P-0087,20,3.72,0
ORD-005208,4,P-0070,44,1.55,5
ORD-003858,2,P-0032,2,0.0,5
ORD-001093,2,P-0069,10,1.42,8
ORD-001281,1,P-0048,30,1.57,8
ORD-001237,2,P-0031,29,3.05,15
ORD-004608,1,P-0012,45,3.24,10
ORD-000779,3,P-0094,14,6.13,10
ORD-003481,3,P-0102,32,3.16,8
ORD-002123,1,P-0057,5,7.3,0
ORD-005125,6,P-0999,19,2.95,0
ORD-002086,1,P-0010,28,6.4,10
ORD-005051,5,P-0109,22,6.02,10
ORD-003285,2,P-0076,4,2.37,15
ORD-002010,5,P-0037,8,7.48,0
ORD-000825,4,P-0029,17,2.85,15
ORD-000206,1,P-0039,25,6.97,5
ORD-003185,1,P-0071,5,8.54,0
ORD-004380,5,P-0001,14,7.61,0
ORD-001186,3,P-0088,15,4.78,0
ORD-003218,2,P-0063,12,5.03,0
ORD-004691,1,P-0062,18,2.46,5
ORD-004483,2,P-0112,38,6.66,15
ORD-000260,2,P-0095,39,3.88,0
ORD-002173,1,P-0046,19,2.93,0
ORD-001930,1,P-0104,33,4.05,0
ORD-004396,3,P-0040,47,6.85,0
ORD-004484,4,P-0118,33,4.71,15
ORD-003926,2,P-0107,26,4.99,15
ORD-002952,1,P-0056,3,4.82,0
ORD-000170,5,P-0055,22,4.78,0
ORD-000347,2,P-0074,25,6.78,0
ORD-003509,3,P-0047,10,6.55,0
ORD-003682,3,P-0089,8,6.91,15
ORD-000812,4,P-0045,45,6.27,0
ORD-003847,2,P-0066,2,2.9,5
ORD-001776,1,P-0055,47,4.84,5
ORD-000376,4,P-0106,38,4.14,0
ORD-000448,1,P-0104,35,3.7,0
ORD-004357,4,P-0109,6,6.11,0
ORD-005223,2,P-0110,7,4.31,0
ORD-003771,3,P-0076,2,2.38,0
ORD-002596,3,P-0104,44,3.74,10
ORD-001061,2,P-0069,3,1.43,15
ORD-005480,1,P-0011,16,1.63,8
ORD-005423,1,P-0080,47,4.35,0
ORD-003207,2,P-0118,20,4.48,10
ORD-000620,1,P-0057,34,6.83,5
ORD-004920,1,P-0114,34,4.0,10
ORD-005149,2,P-0075,26,5.83,0
ORD-003357,2,P-0043,31,4.73,0
ORD-003366,4,P-0044,23,1.83,0
ORD-004078,1,P-0009,45,3.96,0
ORD-002387,3,P-0061,6,5.17,5
ORD-003422,4,P-0119,11,4.35,0
ORD-004870,5,P-0054,9,4.98,5
ORD-000151,4,P-0096,11,5.12,0
ORD-002674,2,P-0008,16,3.46,0
ORD-003827,2,P-0006,46,4.74,0
ORD-000821,5,P-0087,17,3.7,8
ORD-005544,1,P-0080,48,4.57,0
ORD-002077,1,P-0080,36,4.53,0
ORD-000634,2,P-0031,-6,3.13,0
ORD-003918,2,P-0080,2,4.59,15
ORD-005348,3,P-0089,35,6.64,5
ORD-001009,4,P-0037,7,7.22,8
ORD-004055,3,P-0056,15,4.9,5
ORD-000753,4,P-0103,38,3.48,0
ORD-000844,6,P-0022,35,1.62,15
ORD-001726,4,P-0069,12,1.45,10
ORD-005272,4,P-0029,29,2.88,5
ORD-001369,3,P-0003,47,4.62,0
ORD-000808,1,P-0052,18,3.85,15
ORD-003952,3,P-0096,14,4.97,0
ORD-001425,1,P-0014,42,3.31,0
ORD-005058,2,P-0037,42,7.58,15
ORD-001174,3,P-0061,35,4.94,0
ORD-001191,1,P-0095,30,3.9,0
ORD-005053,1,P-0079,36,6.65,0
ORD-004390,1,P-0062,9,2.44,0
